region,latitude,longitude,available_for_hire_taxis,avg_rain_mm,total_taxi_records_from_api,taxi_api_timestamp,rain_api_timestamp,collection_time
East,1.35,103.95,348,0.0,1508,2026-06-21T04:35:00+08:00,2026-06-21T04:35:00+08:00,2026-06-21T04:35:00
North,1.42,103.82,230,0.0,1508,2026-06-21T04:35:00+08:00,2026-06-21T04:35:00+08:00,2026-06-21T04:35:00
Northeast,1.37,103.88,200,0.0,1508,2026-06-21T04:35:00+08:00,2026-06-21T04:35:00+08:00,2026-06-21T04:35:00
Other,1.28,103.76,124,0.0,1508,2026-06-21T04:35:00+08:00,2026-06-21T04:35:00+08:00,2026-06-21T04:35:00
West,1.35,103.7,100,0.0,1508,2026-06-21T04:35:00+08:00,2026-06-21T04:35:00+08:00,2026-06-21T04:35:00
Central,1.3,103.83,537,0.0,1529,2026-06-21T04:40:00+08:00,2026-06-21T04:40:00+08:00,2026-06-21T04:40:00
East,1.35,103.95,340,0.0,1529,2026-06-21T04:40:00+08:00,2026-06-21T04:40:00+08:00,2026-06-21T04:40:00
North,1.42,103.82,250,0.0,1529,2026-06-21T04:40:00+08:00,2026-06-21T04:40:00+08:00,2026-06-21T04:40:00
Northeast,1.37,103.88,206,0.0,1529,2026-06-21T04:40:00+08:00,2026-06-21T04:40:00+08:00,2026-06-21T04:40:00
Other,1.28,103.76,116,0.0,1529,2026-06-21T04:40:00+08:00,2026-06-21T04:40:00+08:00,2026-06-21T04:40:00
West,1.35,103.7,80,0.0,1529,2026-06-21T04:40:00+08:00,2026-06-21T04:40:00+08:00,2026-06-21T04:40:00
Central,1.3,103.83,553,0.0,1601,2026-06-21T04:45:00+08:00,2026-06-21T04:45:00+08:00,2026-06-21T04:45:00
East,1.35,103.95,384,0.0,1601,2026-06-21T04:45:00+08:00,2026-06-21T04:45:00+08:00,2026-06-21T04:45:00
North,1.42,103.82,250,0.0,1601,2026-06-21T04:45:00+08:00,2026-06-21T04:45:00+08:00,2026-06-21T04:45:00
Northeast,1.37,103.88,193,0.0,1601,2026-06-21T04:45:00+08:00,2026-06-21T04:45:00+08:00,2026-06-21T04:45:00
Other,1.28,103.76,135,0.0,1601,2026-06-21T04:45:00+08:00,2026-06-21T04:45:00+08:00,2026-06-21T04:45:00
West,1.35,103.7,86,0.0,1601,2026-06-21T04:45:00+08:00,2026-06-21T04:45:00+08:00,2026-06-21T04:45:00
Central,1.3,103.83,534,0.0,1549,2026-06-21T04:50:00+08:00,2026-06-21T04:50:00+08:00,2026-06-21T04:50:00
East,1.35,103.95,346,0.0,1549,2026-06-21T04:50:00+08:00,2026-06-21T04:50:00+08:00,2026-06-21T04:50:00
North,1.42,103.82,245,0.0,1549,2026-06-21T04:50:00+08:00,2026-06-21T04:50:00+08:00,2026-06-21T04:50:00
Northeast,1.37,103.88,200,0.0,1549,2026-06-21T04:50:00+08:00,2026-06-21T04:50:00+08:00,2026-06-21T04:50:00
Other,1.28,103.76,120,0.0,1549,2026-06-21T04:50:00+08:00,2026-06-21T04:50:00+08:00,2026-06-21T04:50:00
West,1.35,103.7,104,0.0,1549,2026-06-21T04:50:00+08:00,2026-06-21T04:50:00+08:00,2026-06-21T04:50:00
Central,1.3,103.83,571,0.0,1608,2026-06-21T04:55:00+08:00,2026-06-21T04:55:00+08:00,2026-06-21T04:55:00
East,1.35,103.95,362,0.0,1608,2026-06-21T04:55:00+08:00,2026-06-21T04:55:00+08:00,2026-06-21T04:55:00
North,1.42,103.82,239,0.0,1608,2026-06-21T04:55:00+08:00,2026-06-21T04:55:00+08:00,2026-06-21T04:55:00
Northeast,1.37,103.88,198,0.0,1608,2026-06-21T04:55:00+08:00,2026-06-21T04:55:00+08:00,2026-06-21T04:55:00
Other,1.28,103.76,118,0.0,1608,2026-06-21T04:55:00+08:00,2026-06-21T04:55:00+08:00,2026-06-21T04:55:00
West,1.35,103.7,120,0.0,1608,2026-06-21T04:55:00+08:00,2026-06-21T04:55:00+08:00,2026-06-21T04:55:00
Central,1.3,103.83,516,0.0,1559,2026-06-21T05:00:00+08:00,2026-06-21T05:00:00+08:00,2026-06-21T05:00:00
East,1.35,103.95,335,0.0,1559,2026-06-21T05:00:00+08:00,2026-06-21T05:00:00+08:00,2026-06-21T05:00:00
North,1.42,103.82,266,0.0,1559,2026-06-21T05:00:00+08:00,2026-06-21T05:00:00+08:00,2026-06-21T05:00:00
Northeast,1.37,103.88,188,0.0,1559,2026-06-21T05:00:00+08:00,2026-06-21T05:00:00+08:00,2026-06-21T05:00:00
Other,1.28,103.76,135,0.0,1559,2026-06-21T05:00:00+08:00,2026-06-21T05:00:00+08:00,2026-06-21T05:00:00
West,1.35,103.7,119,0.0,1559,2026-06-21T05:00:00+08:00,2026-06-21T05:00:00+08:00,2026-06-21T05:00:00
Central,1.3,103.83,565,0.0,1636,2026-06-21T05:05:00+08:00,2026-06-21T05:05:00+08:00,2026-06-21T05:05:00
East,1.35,103.95,345,0.0,1636,2026-06-21T05:05:00+08:00,2026-06-21T05:05:00+08:00,2026-06-21T05:05:00
North,1.42,103.82,264,0.0,1636,2026-06-21T05:05:00+08:00,2026-06-21T05:05:00+08:00,2026-06-21T05:05:00
Northeast,1.37,103.88,194,0.0,1636,2026-06-21T05:05:00+08:00,2026-06-21T05:05:00+08:00,2026-06-21T05:05:00
Other,1.28,103.76,137,0.0,1636,2026-06-21T05:05:00+08:00,2026-06-21T05:05:00+08:00,2026-06-21T05:05:00
West,1.35,103.7,131,0.0,1636,2026-06-21T05:05:00+08:00,2026-06-21T05:05:00+08:00,2026-06-21T05:05:00
Central,1.3,103.83,584,0.0,1629,2026-06-21T05:10:00+08:00,2026-06-21T05:10:00+08:00,2026-06-21T05:10:00
East,1.35,103.95,346,0.0,1629,2026-06-21T05:10:00+08:00,2026-06-21T05:10:00+08:00,2026-06-21T05:10:00
North,1.42,103.82,248,0.0,1629,2026-06-21T05:10:00+08:00,2026-06-21T05:10:00+08:00,2026-06-21T05:10:00
Northeast,1.37,103.88,212,0.0,1629,2026-06-21T05:10:00+08:00,2026-06-21T05:10:00+08:00,2026-06-21T05:10:00
Other,1.28,103.76,123,0.0,1629,2026-06-21T05:10:00+08:00,2026-06-21T05:10:00+08:00,2026-06-21T05:10:00
West,1.35,103.7,116,0.0,1629,2026-06-21T05:10:00+08:00,2026-06-21T05:10:00+08:00,2026-06-21T05:10:00
Central,1.3,103.83,567,0.0,1642,2026-06-21T05:15:00+08:00,2026-06-21T05:15:00+08:00,2026-06-21T05:15:00
East,1.35,103.95,342,0.0,1642,2026-06-21T05:15:00+08:00,2026-06-21T05:15:00+08:00,2026-06-21T05:15:00
North,1.42,103.82,263,0.0,1642,2026-06-21T05:15:00+08:00,2026-06-21T05:15:00+08:00,2026-06-21T05:15:00
Northeast,1.37,103.88,183,0.0,1642,2026-06-21T05:15:00+08:00,2026-06-21T05:15:00+08:00,2026-06-21T05:15:00
Other,1.28,103.76,150,0.0,1642,2026-06-21T05:15:00+08:00,2026-06-21T05:15:00+08:00,2026-06-21T05:15:00
West,1.35,103.7,137,0.0,1642,2026-06-21T05:15:00+08:00,2026-06-21T05:15:00+08:00,2026-06-21T05:15:00
Central,1.3,103.83,544,0.0,1521,2026-06-21T05:20:00+08:00,2026-06-21T05:20:00+08:00,2026-06-21T05:20:00
East,1.35,103.95,324,0.0,1521,2026-06-21T05:20:00+08:00,2026-06-21T05:20:00+08:00,2026-06-21T05:20:00
North,1.42,103.82,229,0.0,1521,2026-06-21T05:20:00+08:00,2026-06-21T05:20:00+08:00,2026-06-21T05:20:00
Northeast,1.37,103.88,176,0.0,1521,2026-06-21T05:20:00+08:00,2026-06-21T05:20:00+08:00,2026-06-21T05:20:00
Other,1.28,103.76,127,0.0,1521,2026-06-21T05:20:00+08:00,2026-06-21T05:20:00+08:00,2026-06-21T05:20:00
West,1.35,103.7,121,0.0,1521,2026-06-21T05:20:00+08:00,2026-06-21T05:20:00+08:00,2026-06-21T05:20:00
Central,1.3,103.83,546,0.0,1551,2026-06-21T05:25:00+08:00,2026-06-21T05:25:00+08:00,2026-06-21T05:25:00
East,1.35,103.95,344,0.0,1551,2026-06-21T05:25:00+08:00,2026-06-21T05:25:00+08:00,2026-06-21T05:25:00
North,1.42,103.82,221,0.0,1551,2026-06-21T05:25:00+08:00,2026-06-21T05:25:00+08:00,2026-06-21T05:25:00
Northeast,1.37,103.88,195,0.0,1551,2026-06-21T05:25:00+08:00,2026-06-21T05:25:00+08:00,2026-06-21T05:25:00
Other,1.28,103.76,124,0.0,1551,2026-06-21T05:25:00+08:00,2026-06-21T05:25:00+08:00,2026-06-21T05:25:00
West,1.35,103.7,121,0.0,1551,2026-06-21T05:25:00+08:00,2026-06-21T05:25:00+08:00,2026-06-21T05:25:00
Central,1.3,103.83,535,0.0,1489,2026-06-21T05:30:00+08:00,2026-06-21T05:30:00+08:00,2026-06-21T05:30:00
East,1.35,103.95,338,0.0,1489,2026-06-21T05:30:00+08:00,2026-06-21T05:30:00+08:00,2026-06-21T05:30:00
North,1.42,103.82,211,0.0,1489,2026-06-21T05:30:00+08:00,2026-06-21T05:30:00+08:00,2026-06-21T05:30:00
Northeast,1.37,103.88,169,0.0,1489,2026-06-21T05:30:00+08:00,2026-06-21T05:30:00+08:00,2026-06-21T05:30:00
Other,1.28,103.76,116,0.0,1489,2026-06-21T05:30:00+08:00,2026-06-21T05:30:00+08:00,2026-06-21T05:30:00
West,1.35,103.7,120,0.0,1489,2026-06-21T05:30:00+08:00,2026-06-21T05:30:00+08:00,2026-06-21T05:30:00
Central,1.3,103.83,509,0.0,1414,2026-06-21T05:35:00+08:00,2026-06-21T05:35:00+08:00,2026-06-21T05:35:00
East,1.35,103.95,307,0.0,1414,2026-06-21T05:35:00+08:00,2026-06-21T05:35:00+08:00,2026-06-21T05:35:00
North,1.42,103.82,201,0.0,1414,2026-06-21T05:35:00+08:00,2026-06-21T05:35:00+08:00,2026-06-21T05:35:00
Northeast,1.37,103.88,175,0.0,1414,2026-06-21T05:35:00+08:00,2026-06-21T05:35:00+08:00,2026-06-21T05:35:00
Other,1.28,103.76,100,0.0,1414,2026-06-21T05:35:00+08:00,2026-06-21T05:35:00+08:00,2026-06-21T05:35:00
West,1.35,103.7,122,0.0,1414,2026-06-21T05:35:00+08:00,2026-06-21T05:35:00+08:00,2026-06-21T05:35:00
Central,1.3,103.83,523,0.0,1440,2026-06-21T05:40:00+08:00,2026-06-21T05:40:00+08:00,2026-06-21T05:40:00
East,1.35,103.95,335,0.0,1440,2026-06-21T05:40:00+08:00,2026-06-21T05:40:00+08:00,2026-06-21T05:40:00
North,1.42,103.82,171,0.0,1440,2026-06-21T05:40:00+08:00,2026-06-21T05:40:00+08:00,2026-06-21T05:40:00
Northeast,1.37,103.88,175,0.0,1440,2026-06-21T05:40:00+08:00,2026-06-21T05:40:00+08:00,2026-06-21T05:40:00
Other,1.28,103.76,116,0.0,1440,2026-06-21T05:40:00+08:00,2026-06-21T05:40:00+08:00,2026-06-21T05:40:00
West,1.35,103.7,120,0.0,1440,2026-06-21T05:40:00+08:00,2026-06-21T05:40:00+08:00,2026-06-21T05:40:00
Central,1.3,103.83,543,0.0,1534,2026-06-21T05:45:00+08:00,2026-06-21T05:45:00+08:00,2026-06-21T05:45:00
East,1.35,103.95,381,0.0,1534,2026-06-21T05:45:00+08:00,2026-06-21T05:45:00+08:00,2026-06-21T05:45:00
North,1.42,103.82,181,0.0,1534,2026-06-21T05:45:00+08:00,2026-06-21T05:45:00+08:00,2026-06-21T05:45:00
Northeast,1.37,103.88,186,0.0,1534,2026-06-21T05:45:00+08:00,2026-06-21T05:45:00+08:00,2026-06-21T05:45:00
Other,1.28,103.76,130,0.0,1534,2026-06-21T05:45:00+08:00,2026-06-21T05:45:00+08:00,2026-06-21T05:45:00
West,1.35,103.7,113,0.0,1534,2026-06-21T05:45:00+08:00,2026-06-21T05:45:00+08:00,2026-06-21T05:45:00
Central,1.3,103.83,511,0.0,1478,2026-06-21T05:50:00+08:00,2026-06-21T05:50:00+08:00,2026-06-21T05:50:00
East,1.35,103.95,366,0.0,1478,2026-06-21T05:50:00+08:00,2026-06-21T05:50:00+08:00,2026-06-21T05:50:00
North,1.42,103.82,198,0.0,1478,2026-06-21T05:50:00+08:00,2026-06-21T05:50:00+08:00,2026-06-21T05:50:00
Northeast,1.37,103.88,193,0.0,1478,2026-06-21T05:50:00+08:00,2026-06-21T05:50:00+08:00,2026-06-21T05:50:00
Other,1.28,103.76,110,0.0,1478,2026-06-21T05:50:00+08:00,2026-06-21T05:50:00+08:00,2026-06-21T05:50:00
West,1.35,103.7,100,0.0,1478,2026-06-21T05:50:00+08:00,2026-06-21T05:50:00+08:00,2026-06-21T05:50:00
Central,1.3,103.83,528,0.0,1552,2026-06-21T05:55:00+08:00,2026-06-21T05:55:00+08:00,2026-06-21T05:55:00
East,1.35,103.95,363,0.0,1552,2026-06-21T05:55:00+08:00,2026-06-21T05:55:00+08:00,2026-06-21T05:55:00
North,1.42,103.82,214,0.0,1552,2026-06-21T05:55:00+08:00,2026-06-21T05:55:00+08:00,2026-06-21T05:55:00
Northeast,1.37,103.88,200,0.0,1552,2026-06-21T05:55:00+08:00,2026-06-21T05:55:00+08:00,2026-06-21T05:55:00
Other,1.28,103.76,128,0.0,1552,2026-06-21T05:55:00+08:00,2026-06-21T05:55:00+08:00,2026-06-21T05:55:00
West,1.35,103.7,119,0.0,1552,2026-06-21T05:55:00+08:00,2026-06-21T05:55:00+08:00,2026-06-21T05:55:00
Central,1.3,103.83,507,0.0,1576,2026-06-21T06:00:00+08:00,2026-06-21T06:00:00+08:00,2026-06-21T06:00:00
East,1.35,103.95,397,0.0,1576,2026-06-21T06:00:00+08:00,2026-06-21T06:00:00+08:00,2026-06-21T06:00:00
North,1.42,103.82,226,0.0,1576,2026-06-21T06:00:00+08:00,2026-06-21T06:00:00+08:00,2026-06-21T06:00:00
Northeast,1.37,103.88,225,0.0,1576,2026-06-21T06:00:00+08:00,2026-06-21T06:00:00+08:00,2026-06-21T06:00:00
Other,1.28,103.76,108,0.0,1576,2026-06-21T06:00:00+08:00,2026-06-21T06:00:00+08:00,2026-06-21T06:00:00
West,1.35,103.7,113,0.0,1576,2026-06-21T06:00:00+08:00,2026-06-21T06:00:00+08:00,2026-06-21T06:00:00
Central,1.3,103.83,556,0.0,1667,2026-06-21T06:05:00+08:00,2026-06-21T06:05:00+08:00,2026-06-21T06:05:00
East,1.35,103.95,428,0.0,1667,2026-06-21T06:05:00+08:00,2026-06-21T06:05:00+08:00,2026-06-21T06:05:00
North,1.42,103.82,234,0.0,1667,2026-06-21T06:05:00+08:00,2026-06-21T06:05:00+08:00,2026-06-21T06:05:00
Northeast,1.37,103.88,211,0.0,1667,2026-06-21T06:05:00+08:00,2026-06-21T06:05:00+08:00,2026-06-21T06:05:00
Other,1.28,103.76,110,0.0,1667,2026-06-21T06:05:00+08:00,2026-06-21T06:05:00+08:00,2026-06-21T06:05:00
West,1.35,103.7,128,0.0,1667,2026-06-21T06:05:00+08:00,2026-06-21T06:05:00+08:00,2026-06-21T06:05:00
Central,1.3,103.83,530,0.0,1671,2026-06-21T06:10:00+08:00,2026-06-21T06:10:00+08:00,2026-06-21T06:10:00
East,1.35,103.95,434,0.0,1671,2026-06-21T06:10:00+08:00,2026-06-21T06:10:00+08:00,2026-06-21T06:10:00
North,1.42,103.82,215,0.0,1671,2026-06-21T06:10:00+08:00,2026-06-21T06:10:00+08:00,2026-06-21T06:10:00
Northeast,1.37,103.88,235,0.0,1671,2026-06-21T06:10:00+08:00,2026-06-21T06:10:00+08:00,2026-06-21T06:10:00
Other,1.28,103.76,123,0.0,1671,2026-06-21T06:10:00+08:00,2026-06-21T06:10:00+08:00,2026-06-21T06:10:00
West,1.35,103.7,134,0.0,1671,2026-06-21T06:10:00+08:00,2026-06-21T06:10:00+08:00,2026-06-21T06:10:00
Central,1.3,103.83,540,0.0,1693,2026-06-21T06:15:00+08:00,2026-06-21T06:15:00+08:00,2026-06-21T06:15:00
East,1.35,103.95,425,0.0,1693,2026-06-21T06:15:00+08:00,2026-06-21T06:15:00+08:00,2026-06-21T06:15:00
North,1.42,103.82,253,0.0,1693,2026-06-21T06:15:00+08:00,2026-06-21T06:15:00+08:00,2026-06-21T06:15:00
Northeast,1.37,103.88,222,0.0,1693,2026-06-21T06:15:00+08:00,2026-06-21T06:15:00+08:00,2026-06-21T06:15:00
Other,1.28,103.76,103,0.0,1693,2026-06-21T06:15:00+08:00,2026-06-21T06:15:00+08:00,2026-06-21T06:15:00
West,1.35,103.7,150,0.0,1693,2026-06-21T06:15:00+08:00,2026-06-21T06:15:00+08:00,2026-06-21T06:15:00
Central,1.3,103.83,541,0.0,1667,2026-06-21T06:20:00+08:00,2026-06-21T06:20:00+08:00,2026-06-21T06:20:00
East,1.35,103.95,416,0.0,1667,2026-06-21T06:20:00+08:00,2026-06-21T06:20:00+08:00,2026-06-21T06:20:00
North,1.42,103.82,235,0.0,1667,2026-06-21T06:20:00+08:00,2026-06-21T06:20:00+08:00,2026-06-21T06:20:00
Northeast,1.37,103.88,211,0.0,1667,2026-06-21T06:20:00+08:00,2026-06-21T06:20:00+08:00,2026-06-21T06:20:00
Other,1.28,103.76,119,0.0,1667,2026-06-21T06:20:00+08:00,2026-06-21T06:20:00+08:00,2026-06-21T06:20:00
West,1.35,103.7,145,0.0,1667,2026-06-21T06:20:00+08:00,2026-06-21T06:20:00+08:00,2026-06-21T06:20:00
Central,1.3,103.83,544,0.0,1725,2026-06-21T06:25:00+08:00,2026-06-21T06:25:00+08:00,2026-06-21T06:25:00
East,1.35,103.95,467,0.0,1725,2026-06-21T06:25:00+08:00,2026-06-21T06:25:00+08:00,2026-06-21T06:25:00
North,1.42,103.82,233,0.0,1725,2026-06-21T06:25:00+08:00,2026-06-21T06:25:00+08:00,2026-06-21T06:25:00
Northeast,1.37,103.88,228,0.0,1725,2026-06-21T06:25:00+08:00,2026-06-21T06:25:00+08:00,2026-06-21T06:25:00
Other,1.28,103.76,96,0.0,1725,2026-06-21T06:25:00+08:00,2026-06-21T06:25:00+08:00,2026-06-21T06:25:00
West,1.35,103.7,157,0.0,1725,2026-06-21T06:25:00+08:00,2026-06-21T06:25:00+08:00,2026-06-21T06:25:00
Central,1.3,103.83,558,0.0,1782,2026-06-21T06:30:00+08:00,2026-06-21T06:30:00+08:00,2026-06-21T06:30:00
East,1.35,103.95,479,0.0,1782,2026-06-21T06:30:00+08:00,2026-06-21T06:30:00+08:00,2026-06-21T06:30:00
North,1.42,103.82,252,0.0,1782,2026-06-21T06:30:00+08:00,2026-06-21T06:30:00+08:00,2026-06-21T06:30:00
Northeast,1.37,103.88,210,0.0,1782,2026-06-21T06:30:00+08:00,2026-06-21T06:30:00+08:00,2026-06-21T06:30:00
Other,1.28,103.76,122,0.0,1782,2026-06-21T06:30:00+08:00,2026-06-21T06:30:00+08:00,2026-06-21T06:30:00
West,1.35,103.7,161,0.0,1782,2026-06-21T06:30:00+08:00,2026-06-21T06:30:00+08:00,2026-06-21T06:30:00
Central,1.3,103.83,571,0.0,1768,2026-06-21T06:35:00+08:00,2026-06-21T06:35:00+08:00,2026-06-21T06:35:00
East,1.35,103.95,464,0.0,1768,2026-06-21T06:35:00+08:00,2026-06-21T06:35:00+08:00,2026-06-21T06:35:00
North,1.42,103.82,263,0.0,1768,2026-06-21T06:35:00+08:00,2026-06-21T06:35:00+08:00,2026-06-21T06:35:00
Northeast,1.37,103.88,219,0.0,1768,2026-06-21T06:35:00+08:00,2026-06-21T06:35:00+08:00,2026-06-21T06:35:00
Other,1.28,103.76,108,0.0,1768,2026-06-21T06:35:00+08:00,2026-06-21T06:35:00+08:00,2026-06-21T06:35:00
West,1.35,103.7,143,0.0,1768,2026-06-21T06:35:00+08:00,2026-06-21T06:35:00+08:00,2026-06-21T06:35:00
Central,1.3,103.83,647,0.0,1871,2026-06-21T06:40:00+08:00,2026-06-21T06:40:00+08:00,2026-06-21T06:40:00
East,1.35,103.95,503,0.0,1871,2026-06-21T06:40:00+08:00,2026-06-21T06:40:00+08:00,2026-06-21T06:40:00
North,1.42,103.82,238,0.0,1871,2026-06-21T06:40:00+08:00,2026-06-21T06:40:00+08:00,2026-06-21T06:40:00
Northeast,1.37,103.88,224,0.0,1871,2026-06-21T06:40:00+08:00,2026-06-21T06:40:00+08:00,2026-06-21T06:40:00
Other,1.28,103.76,109,0.0,1871,2026-06-21T06:40:00+08:00,2026-06-21T06:40:00+08:00,2026-06-21T06:40:00
West,1.35,103.7,150,0.0,1871,2026-06-21T06:40:00+08:00,2026-06-21T06:40:00+08:00,2026-06-21T06:40:00
Central,1.3,103.83,688,0.0,1927,2026-06-21T06:45:00+08:00,2026-06-21T06:45:00+08:00,2026-06-21T06:45:00
East,1.35,103.95,503,0.0,1927,2026-06-21T06:45:00+08:00,2026-06-21T06:45:00+08:00,2026-06-21T06:45:00
North,1.42,103.82,239,0.0,1927,2026-06-21T06:45:00+08:00,2026-06-21T06:45:00+08:00,2026-06-21T06:45:00
Northeast,1.37,103.88,245,0.0,1927,2026-06-21T06:45:00+08:00,2026-06-21T06:45:00+08:00,2026-06-21T06:45:00
Other,1.28,103.76,101,0.0,1927,2026-06-21T06:45:00+08:00,2026-06-21T06:45:00+08:00,2026-06-21T06:45:00
West,1.35,103.7,151,0.0,1927,2026-06-21T06:45:00+08:00,2026-06-21T06:45:00+08:00,2026-06-21T06:45:00
Central,1.3,103.83,793,0.0,2043,2026-06-21T06:50:00+08:00,2026-06-21T06:50:00+08:00,2026-06-21T06:50:00
East,1.35,103.95,519,0.0,2043,2026-06-21T06:50:00+08:00,2026-06-21T06:50:00+08:00,2026-06-21T06:50:00
North,1.42,103.82,249,0.0,2043,2026-06-21T06:50:00+08:00,2026-06-21T06:50:00+08:00,2026-06-21T06:50:00
Northeast,1.37,103.88,211,0.0,2043,2026-06-21T06:50:00+08:00,2026-06-21T06:50:00+08:00,2026-06-21T06:50:00
Other,1.28,103.76,111,0.0,2043,2026-06-21T06:50:00+08:00,2026-06-21T06:50:00+08:00,2026-06-21T06:50:00
West,1.35,103.7,160,0.0,2043,2026-06-21T06:50:00+08:00,2026-06-21T06:50:00+08:00,2026-06-21T06:50:00
Central,1.3,103.83,843,0.0,2132,2026-06-21T06:55:00+08:00,2026-06-21T06:55:00+08:00,2026-06-21T06:55:00
East,1.35,103.95,521,0.0,2132,2026-06-21T06:55:00+08:00,2026-06-21T06:55:00+08:00,2026-06-21T06:55:00
North,1.42,103.82,265,0.0,2132,2026-06-21T06:55:00+08:00,2026-06-21T06:55:00+08:00,2026-06-21T06:55:00
Northeast,1.37,103.88,218,0.0,2132,2026-06-21T06:55:00+08:00,2026-06-21T06:55:00+08:00,2026-06-21T06:55:00
Other,1.28,103.76,115,0.0,2132,2026-06-21T06:55:00+08:00,2026-06-21T06:55:00+08:00,2026-06-21T06:55:00
West,1.35,103.7,170,0.0,2132,2026-06-21T06:55:00+08:00,2026-06-21T06:55:00+08:00,2026-06-21T06:55:00
Central,1.3,103.83,875,0.0,2186,2026-06-21T07:00:00+08:00,2026-06-21T07:00:00+08:00,2026-06-21T07:00:00
East,1.35,103.95,509,0.0,2186,2026-06-21T07:00:00+08:00,2026-06-21T07:00:00+08:00,2026-06-21T07:00:00
North,1.42,103.82,275,0.0,2186,2026-06-21T07:00:00+08:00,2026-06-21T07:00:00+08:00,2026-06-21T07:00:00
Northeast,1.37,103.88,246,0.0,2186,2026-06-21T07:00:00+08:00,2026-06-21T07:00:00+08:00,2026-06-21T07:00:00
Other,1.28,103.76,112,0.0,2186,2026-06-21T07:00:00+08:00,2026-06-21T07:00:00+08:00,2026-06-21T07:00:00
West,1.35,103.7,169,0.0,2186,2026-06-21T07:00:00+08:00,2026-06-21T07:00:00+08:00,2026-06-21T07:00:00
Central,1.3,103.83,941,0.0,2255,2026-06-21T07:05:00+08:00,2026-06-21T07:05:00+08:00,2026-06-21T07:05:00
East,1.35,103.95,503,0.0,2255,2026-06-21T07:05:00+08:00,2026-06-21T07:05:00+08:00,2026-06-21T07:05:00
North,1.42,103.82,273,0.0,2255,2026-06-21T07:05:00+08:00,2026-06-21T07:05:00+08:00,2026-06-21T07:05:00
Northeast,1.37,103.88,246,0.0,2255,2026-06-21T07:05:00+08:00,2026-06-21T07:05:00+08:00,2026-06-21T07:05:00
Other,1.28,103.76,124,0.0,2255,2026-06-21T07:05:00+08:00,2026-06-21T07:05:00+08:00,2026-06-21T07:05:00
West,1.35,103.7,168,0.0,2255,2026-06-21T07:05:00+08:00,2026-06-21T07:05:00+08:00,2026-06-21T07:05:00
Central,1.3,103.83,923,0.0,2173,2026-06-21T07:10:00+08:00,2026-06-21T07:10:00+08:00,2026-06-21T07:10:00
East,1.35,103.95,470,0.0,2173,2026-06-21T07:10:00+08:00,2026-06-21T07:10:00+08:00,2026-06-21T07:10:00
North,1.42,103.82,250,0.0,2173,2026-06-21T07:10:00+08:00,2026-06-21T07:10:00+08:00,2026-06-21T07:10:00
Northeast,1.37,103.88,229,0.0,2173,2026-06-21T07:10:00+08:00,2026-06-21T07:10:00+08:00,2026-06-21T07:10:00
Other,1.28,103.76,128,0.0,2173,2026-06-21T07:10:00+08:00,2026-06-21T07:10:00+08:00,2026-06-21T07:10:00
West,1.35,103.7,173,0.0,2173,2026-06-21T07:10:00+08:00,2026-06-21T07:10:00+08:00,2026-06-21T07:10:00
Central,1.3,103.83,860,0.0,2120,2026-06-21T07:15:00+08:00,2026-06-21T07:15:00+08:00,2026-06-21T07:15:00
East,1.35,103.95,477,0.0,2120,2026-06-21T07:15:00+08:00,2026-06-21T07:15:00+08:00,2026-06-21T07:15:00
North,1.42,103.82,259,0.0,2120,2026-06-21T07:15:00+08:00,2026-06-21T07:15:00+08:00,2026-06-21T07:15:00
Northeast,1.37,103.88,229,0.0,2120,2026-06-21T07:15:00+08:00,2026-06-21T07:15:00+08:00,2026-06-21T07:15:00
Other,1.28,103.76,131,0.0,2120,2026-06-21T07:15:00+08:00,2026-06-21T07:15:00+08:00,2026-06-21T07:15:00
West,1.35,103.7,164,0.0,2120,2026-06-21T07:15:00+08:00,2026-06-21T07:15:00+08:00,2026-06-21T07:15:00
Central,1.3,103.83,820,0.0,2078,2026-06-21T07:20:00+08:00,2026-06-21T07:20:00+08:00,2026-06-21T07:20:00
East,1.35,103.95,454,0.0,2078,2026-06-21T07:20:00+08:00,2026-06-21T07:20:00+08:00,2026-06-21T07:20:00
North,1.42,103.82,277,0.0,2078,2026-06-21T07:20:00+08:00,2026-06-21T07:20:00+08:00,2026-06-21T07:20:00
Northeast,1.37,103.88,240,0.0,2078,2026-06-21T07:20:00+08:00,2026-06-21T07:20:00+08:00,2026-06-21T07:20:00
Other,1.28,103.76,134,0.0,2078,2026-06-21T07:20:00+08:00,2026-06-21T07:20:00+08:00,2026-06-21T07:20:00
West,1.35,103.7,153,0.0,2078,2026-06-21T07:20:00+08:00,2026-06-21T07:20:00+08:00,2026-06-21T07:20:00
Central,1.3,103.83,839,0.0,1965,2026-06-21T07:25:00+08:00,2026-06-21T07:25:00+08:00,2026-06-21T07:25:00
East,1.35,103.95,411,0.0,1965,2026-06-21T07:25:00+08:00,2026-06-21T07:25:00+08:00,2026-06-21T07:25:00
North,1.42,103.82,243,0.0,1965,2026-06-21T07:25:00+08:00,2026-06-21T07:25:00+08:00,2026-06-21T07:25:00
Northeast,1.37,103.88,196,0.0,1965,2026-06-21T07:25:00+08:00,2026-06-21T07:25:00+08:00,2026-06-21T07:25:00
Other,1.28,103.76,124,0.0,1965,2026-06-21T07:25:00+08:00,2026-06-21T07:25:00+08:00,2026-06-21T07:25:00
