region,latitude,longitude,available_for_hire_taxis,avg_rain_mm,total_taxi_records_from_api,taxi_api_timestamp,rain_api_timestamp,collection_time
West,1.35,103.7,152,0.0,1965,2026-06-21T07:25:00+08:00,2026-06-21T07:25:00+08:00,2026-06-21T07:25:00
Central,1.3,103.83,808,0.0,1848,2026-06-21T07:30:00+08:00,2026-06-21T07:30:00+08:00,2026-06-21T07:30:00
East,1.35,103.95,390,0.0,1848,2026-06-21T07:30:00+08:00,2026-06-21T07:30:00+08:00,2026-06-21T07:30:00
North,1.42,103.82,197,0.0,1848,2026-06-21T07:30:00+08:00,2026-06-21T07:30:00+08:00,2026-06-21T07:30:00
Northeast,1.37,103.88,197,0.0,1848,2026-06-21T07:30:00+08:00,2026-06-21T07:30:00+08:00,2026-06-21T07:30:00
Other,1.28,103.76,122,0.0,1848,2026-06-21T07:30:00+08:00,2026-06-21T07:30:00+08:00,2026-06-21T07:30:00
West,1.35,103.7,134,0.0,1848,2026-06-21T07:30:00+08:00,2026-06-21T07:30:00+08:00,2026-06-21T07:30:00
Central,1.3,103.83,754,0.0,1807,2026-06-21T07:35:00+08:00,2026-06-21T07:35:00+08:00,2026-06-21T07:35:00
East,1.35,103.95,392,0.0,1807,2026-06-21T07:35:00+08:00,2026-06-21T07:35:00+08:00,2026-06-21T07:35:00
North,1.42,103.82,203,0.0,1807,2026-06-21T07:35:00+08:00,2026-06-21T07:35:00+08:00,2026-06-21T07:35:00
Northeast,1.37,103.88,183,0.0,1807,2026-06-21T07:35:00+08:00,2026-06-21T07:35:00+08:00,2026-06-21T07:35:00
Other,1.28,103.76,131,0.0,1807,2026-06-21T07:35:00+08:00,2026-06-21T07:35:00+08:00,2026-06-21T07:35:00
West,1.35,103.7,144,0.0,1807,2026-06-21T07:35:00+08:00,2026-06-21T07:35:00+08:00,2026-06-21T07:35:00
Central,1.3,103.83,723,0.0,1770,2026-06-21T07:40:00+08:00,2026-06-21T07:40:00+08:00,2026-06-21T07:40:00
East,1.35,103.95,407,0.0,1770,2026-06-21T07:40:00+08:00,2026-06-21T07:40:00+08:00,2026-06-21T07:40:00
North,1.42,103.82,192,0.0,1770,2026-06-21T07:40:00+08:00,2026-06-21T07:40:00+08:00,2026-06-21T07:40:00
Northeast,1.37,103.88,156,0.0,1770,2026-06-21T07:40:00+08:00,2026-06-21T07:40:00+08:00,2026-06-21T07:40:00
Other,1.28,103.76,122,0.0,1770,2026-06-21T07:40:00+08:00,2026-06-21T07:40:00+08:00,2026-06-21T07:40:00
West,1.35,103.7,170,0.0,1770,2026-06-21T07:40:00+08:00,2026-06-21T07:40:00+08:00,2026-06-21T07:40:00
Central,1.3,103.83,693,0.0,1720,2026-06-21T07:45:00+08:00,2026-06-21T07:45:00+08:00,2026-06-21T07:45:00
East,1.35,103.95,397,0.0,1720,2026-06-21T07:45:00+08:00,2026-06-21T07:45:00+08:00,2026-06-21T07:45:00
North,1.42,103.82,195,0.0,1720,2026-06-21T07:45:00+08:00,2026-06-21T07:45:00+08:00,2026-06-21T07:45:00
Northeast,1.37,103.88,147,0.0,1720,2026-06-21T07:45:00+08:00,2026-06-21T07:45:00+08:00,2026-06-21T07:45:00
Other,1.28,103.76,131,0.0,1720,2026-06-21T07:45:00+08:00,2026-06-21T07:45:00+08:00,2026-06-21T07:45:00
West,1.35,103.7,157,0.0,1720,2026-06-21T07:45:00+08:00,2026-06-21T07:45:00+08:00,2026-06-21T07:45:00
Central,1.3,103.83,713,0.0,1697,2026-06-21T07:50:00+08:00,2026-06-21T07:50:00+08:00,2026-06-21T07:50:00
East,1.35,103.95,380,0.0,1697,2026-06-21T07:50:00+08:00,2026-06-21T07:50:00+08:00,2026-06-21T07:50:00
North,1.42,103.82,198,0.0,1697,2026-06-21T07:50:00+08:00,2026-06-21T07:50:00+08:00,2026-06-21T07:50:00
Northeast,1.37,103.88,173,0.0,1697,2026-06-21T07:50:00+08:00,2026-06-21T07:50:00+08:00,2026-06-21T07:50:00
Other,1.28,103.76,96,0.0,1697,2026-06-21T07:50:00+08:00,2026-06-21T07:50:00+08:00,2026-06-21T07:50:00
West,1.35,103.7,137,0.0,1697,2026-06-21T07:50:00+08:00,2026-06-21T07:50:00+08:00,2026-06-21T07:50:00
Central,1.3,103.83,732,0.0,1760,2026-06-21T07:55:00+08:00,2026-06-21T07:55:00+08:00,2026-06-21T07:55:00
East,1.35,103.95,388,0.0,1760,2026-06-21T07:55:00+08:00,2026-06-21T07:55:00+08:00,2026-06-21T07:55:00
North,1.42,103.82,180,0.0,1760,2026-06-21T07:55:00+08:00,2026-06-21T07:55:00+08:00,2026-06-21T07:55:00
Northeast,1.37,103.88,157,0.0,1760,2026-06-21T07:55:00+08:00,2026-06-21T07:55:00+08:00,2026-06-21T07:55:00
Other,1.28,103.76,118,0.0,1760,2026-06-21T07:55:00+08:00,2026-06-21T07:55:00+08:00,2026-06-21T07:55:00
West,1.35,103.7,185,0.0,1760,2026-06-21T07:55:00+08:00,2026-06-21T07:55:00+08:00,2026-06-21T07:55:00
Central,1.3,103.83,801,0.0,1784,2026-06-21T08:00:00+08:00,2026-06-21T08:00:00+08:00,2026-06-21T08:00:00
East,1.35,103.95,363,0.0,1784,2026-06-21T08:00:00+08:00,2026-06-21T08:00:00+08:00,2026-06-21T08:00:00
North,1.42,103.82,184,0.0,1784,2026-06-21T08:00:00+08:00,2026-06-21T08:00:00+08:00,2026-06-21T08:00:00
Northeast,1.37,103.88,141,0.0,1784,2026-06-21T08:00:00+08:00,2026-06-21T08:00:00+08:00,2026-06-21T08:00:00
Other,1.28,103.76,121,0.0,1784,2026-06-21T08:00:00+08:00,2026-06-21T08:00:00+08:00,2026-06-21T08:00:00
West,1.35,103.7,174,0.0,1784,2026-06-21T08:00:00+08:00,2026-06-21T08:00:00+08:00,2026-06-21T08:00:00
Central,1.3,103.83,765,0.0,1828,2026-06-21T08:05:00+08:00,2026-06-21T08:05:00+08:00,2026-06-21T08:05:00
East,1.35,103.95,384,0.0,1828,2026-06-21T08:05:00+08:00,2026-06-21T08:05:00+08:00,2026-06-21T08:05:00
North,1.42,103.82,193,0.0,1828,2026-06-21T08:05:00+08:00,2026-06-21T08:05:00+08:00,2026-06-21T08:05:00
Northeast,1.37,103.88,165,0.0,1828,2026-06-21T08:05:00+08:00,2026-06-21T08:05:00+08:00,2026-06-21T08:05:00
Other,1.28,103.76,139,0.0,1828,2026-06-21T08:05:00+08:00,2026-06-21T08:05:00+08:00,2026-06-21T08:05:00
West,1.35,103.7,182,0.0,1828,2026-06-21T08:05:00+08:00,2026-06-21T08:05:00+08:00,2026-06-21T08:05:00
Central,1.3,103.83,756,0.0,1794,2026-06-21T08:10:00+08:00,2026-06-21T08:10:00+08:00,2026-06-21T08:10:00
East,1.35,103.95,383,0.0,1794,2026-06-21T08:10:00+08:00,2026-06-21T08:10:00+08:00,2026-06-21T08:10:00
North,1.42,103.82,200,0.0,1794,2026-06-21T08:10:00+08:00,2026-06-21T08:10:00+08:00,2026-06-21T08:10:00
Northeast,1.37,103.88,156,0.0,1794,2026-06-21T08:10:00+08:00,2026-06-21T08:10:00+08:00,2026-06-21T08:10:00
Other,1.28,103.76,115,0.0,1794,2026-06-21T08:10:00+08:00,2026-06-21T08:10:00+08:00,2026-06-21T08:10:00
West,1.35,103.7,184,0.0,1794,2026-06-21T08:10:00+08:00,2026-06-21T08:10:00+08:00,2026-06-21T08:10:00
Central,1.3,103.83,715,0.0,1754,2026-06-21T08:15:00+08:00,2026-06-21T08:15:00+08:00,2026-06-21T08:15:00
East,1.35,103.95,357,0.0,1754,2026-06-21T08:15:00+08:00,2026-06-21T08:15:00+08:00,2026-06-21T08:15:00
North,1.42,103.82,212,0.0,1754,2026-06-21T08:15:00+08:00,2026-06-21T08:15:00+08:00,2026-06-21T08:15:00
Northeast,1.37,103.88,150,0.0,1754,2026-06-21T08:15:00+08:00,2026-06-21T08:15:00+08:00,2026-06-21T08:15:00
Other,1.28,103.76,128,0.0,1754,2026-06-21T08:15:00+08:00,2026-06-21T08:15:00+08:00,2026-06-21T08:15:00
West,1.35,103.7,192,0.0,1754,2026-06-21T08:15:00+08:00,2026-06-21T08:15:00+08:00,2026-06-21T08:15:00
Central,1.3,103.83,695,0.0,1668,2026-06-21T08:20:00+08:00,2026-06-21T08:20:00+08:00,2026-06-21T08:20:00
East,1.35,103.95,308,0.0,1668,2026-06-21T08:20:00+08:00,2026-06-21T08:20:00+08:00,2026-06-21T08:20:00
North,1.42,103.82,206,0.0,1668,2026-06-21T08:20:00+08:00,2026-06-21T08:20:00+08:00,2026-06-21T08:20:00
Northeast,1.37,103.88,140,0.0,1668,2026-06-21T08:20:00+08:00,2026-06-21T08:20:00+08:00,2026-06-21T08:20:00
Other,1.28,103.76,124,0.0,1668,2026-06-21T08:20:00+08:00,2026-06-21T08:20:00+08:00,2026-06-21T08:20:00
West,1.35,103.7,195,0.0,1668,2026-06-21T08:20:00+08:00,2026-06-21T08:20:00+08:00,2026-06-21T08:20:00
Central,1.3,103.83,700,0.0,1717,2026-06-21T08:25:00+08:00,2026-06-21T08:25:00+08:00,2026-06-21T08:25:00
East,1.35,103.95,360,0.0,1717,2026-06-21T08:25:00+08:00,2026-06-21T08:25:00+08:00,2026-06-21T08:25:00
North,1.42,103.82,184,0.0,1717,2026-06-21T08:25:00+08:00,2026-06-21T08:25:00+08:00,2026-06-21T08:25:00
Northeast,1.37,103.88,139,0.0,1717,2026-06-21T08:25:00+08:00,2026-06-21T08:25:00+08:00,2026-06-21T08:25:00
Other,1.28,103.76,133,0.0,1717,2026-06-21T08:25:00+08:00,2026-06-21T08:25:00+08:00,2026-06-21T08:25:00
West,1.35,103.7,201,0.0,1717,2026-06-21T08:25:00+08:00,2026-06-21T08:25:00+08:00,2026-06-21T08:25:00
Central,1.3,103.83,679,0.0,1636,2026-06-21T08:30:00+08:00,2026-06-21T08:30:00+08:00,2026-06-21T08:30:00
East,1.35,103.95,324,0.0,1636,2026-06-21T08:30:00+08:00,2026-06-21T08:30:00+08:00,2026-06-21T08:30:00
North,1.42,103.82,184,0.0,1636,2026-06-21T08:30:00+08:00,2026-06-21T08:30:00+08:00,2026-06-21T08:30:00
Northeast,1.37,103.88,136,0.0,1636,2026-06-21T08:30:00+08:00,2026-06-21T08:30:00+08:00,2026-06-21T08:30:00
Other,1.28,103.76,115,0.0,1636,2026-06-21T08:30:00+08:00,2026-06-21T08:30:00+08:00,2026-06-21T08:30:00
West,1.35,103.7,198,0.0,1636,2026-06-21T08:30:00+08:00,2026-06-21T08:30:00+08:00,2026-06-21T08:30:00
Central,1.3,103.83,638,0.0,1702,2026-06-21T08:35:00+08:00,2026-06-21T08:35:00+08:00,2026-06-21T08:35:00
East,1.35,103.95,377,0.0,1702,2026-06-21T08:35:00+08:00,2026-06-21T08:35:00+08:00,2026-06-21T08:35:00
North,1.42,103.82,208,0.0,1702,2026-06-21T08:35:00+08:00,2026-06-21T08:35:00+08:00,2026-06-21T08:35:00
Northeast,1.37,103.88,130,0.0,1702,2026-06-21T08:35:00+08:00,2026-06-21T08:35:00+08:00,2026-06-21T08:35:00
Other,1.28,103.76,124,0.0,1702,2026-06-21T08:35:00+08:00,2026-06-21T08:35:00+08:00,2026-06-21T08:35:00
West,1.35,103.7,225,0.0,1702,2026-06-21T08:35:00+08:00,2026-06-21T08:35:00+08:00,2026-06-21T08:35:00
Central,1.3,103.83,737,0.0,1758,2026-06-21T08:40:00+08:00,2026-06-21T08:40:00+08:00,2026-06-21T08:40:00
East,1.35,103.95,361,0.0,1758,2026-06-21T08:40:00+08:00,2026-06-21T08:40:00+08:00,2026-06-21T08:40:00
North,1.42,103.82,201,0.0,1758,2026-06-21T08:40:00+08:00,2026-06-21T08:40:00+08:00,2026-06-21T08:40:00
Northeast,1.37,103.88,105,0.0,1758,2026-06-21T08:40:00+08:00,2026-06-21T08:40:00+08:00,2026-06-21T08:40:00
Other,1.28,103.76,119,0.0,1758,2026-06-21T08:40:00+08:00,2026-06-21T08:40:00+08:00,2026-06-21T08:40:00
West,1.35,103.7,235,0.0,1758,2026-06-21T08:40:00+08:00,2026-06-21T08:40:00+08:00,2026-06-21T08:40:00
Central,1.3,103.83,730,0.0,1811,2026-06-21T08:45:00+08:00,2026-06-21T08:45:00+08:00,2026-06-21T08:45:00
East,1.35,103.95,375,0.0,1811,2026-06-21T08:45:00+08:00,2026-06-21T08:45:00+08:00,2026-06-21T08:45:00
North,1.42,103.82,223,0.0,1811,2026-06-21T08:45:00+08:00,2026-06-21T08:45:00+08:00,2026-06-21T08:45:00
Northeast,1.37,103.88,110,0.0,1811,2026-06-21T08:45:00+08:00,2026-06-21T08:45:00+08:00,2026-06-21T08:45:00
Other,1.28,103.76,129,0.0,1811,2026-06-21T08:45:00+08:00,2026-06-21T08:45:00+08:00,2026-06-21T08:45:00
West,1.35,103.7,244,0.0,1811,2026-06-21T08:45:00+08:00,2026-06-21T08:45:00+08:00,2026-06-21T08:45:00
Central,1.3,103.83,799,0.0,1883,2026-06-21T08:50:00+08:00,2026-06-21T08:50:00+08:00,2026-06-21T08:50:00
East,1.35,103.95,398,0.0,1883,2026-06-21T08:50:00+08:00,2026-06-21T08:50:00+08:00,2026-06-21T08:50:00
North,1.42,103.82,211,0.0,1883,2026-06-21T08:50:00+08:00,2026-06-21T08:50:00+08:00,2026-06-21T08:50:00
Northeast,1.37,103.88,115,0.0,1883,2026-06-21T08:50:00+08:00,2026-06-21T08:50:00+08:00,2026-06-21T08:50:00
Other,1.28,103.76,132,0.0,1883,2026-06-21T08:50:00+08:00,2026-06-21T08:50:00+08:00,2026-06-21T08:50:00
West,1.35,103.7,228,0.0,1883,2026-06-21T08:50:00+08:00,2026-06-21T08:50:00+08:00,2026-06-21T08:50:00
Central,1.3,103.83,876,0.0,2007,2026-06-21T08:55:00+08:00,2026-06-21T08:55:00+08:00,2026-06-21T08:55:00
East,1.35,103.95,395,0.0,2007,2026-06-21T08:55:00+08:00,2026-06-21T08:55:00+08:00,2026-06-21T08:55:00
North,1.42,103.82,230,0.0,2007,2026-06-21T08:55:00+08:00,2026-06-21T08:55:00+08:00,2026-06-21T08:55:00
Northeast,1.37,103.88,130,0.0,2007,2026-06-21T08:55:00+08:00,2026-06-21T08:55:00+08:00,2026-06-21T08:55:00
Other,1.28,103.76,144,0.0,2007,2026-06-21T08:55:00+08:00,2026-06-21T08:55:00+08:00,2026-06-21T08:55:00
West,1.35,103.7,232,0.0,2007,2026-06-21T08:55:00+08:00,2026-06-21T08:55:00+08:00,2026-06-21T08:55:00
Central,1.3,103.83,964,0.0,2085,2026-06-21T09:00:00+08:00,2026-06-21T09:00:00+08:00,2026-06-21T09:00:00
East,1.35,103.95,385,0.0,2085,2026-06-21T09:00:00+08:00,2026-06-21T09:00:00+08:00,2026-06-21T09:00:00
North,1.42,103.82,230,0.0,2085,2026-06-21T09:00:00+08:00,2026-06-21T09:00:00+08:00,2026-06-21T09:00:00
Northeast,1.37,103.88,116,0.0,2085,2026-06-21T09:00:00+08:00,2026-06-21T09:00:00+08:00,2026-06-21T09:00:00
Other,1.28,103.76,154,0.0,2085,2026-06-21T09:00:00+08:00,2026-06-21T09:00:00+08:00,2026-06-21T09:00:00
West,1.35,103.7,236,0.0,2085,2026-06-21T09:00:00+08:00,2026-06-21T09:00:00+08:00,2026-06-21T09:00:00
Central,1.3,103.83,1097,0.0,2264,2026-06-21T09:05:00+08:00,2026-06-21T09:05:00+08:00,2026-06-21T09:05:00
East,1.35,103.95,386,0.0,2264,2026-06-21T09:05:00+08:00,2026-06-21T09:05:00+08:00,2026-06-21T09:05:00
North,1.42,103.82,229,0.0,2264,2026-06-21T09:05:00+08:00,2026-06-21T09:05:00+08:00,2026-06-21T09:05:00
Northeast,1.37,103.88,139,0.0,2264,2026-06-21T09:05:00+08:00,2026-06-21T09:05:00+08:00,2026-06-21T09:05:00
Other,1.28,103.76,154,0.0,2264,2026-06-21T09:05:00+08:00,2026-06-21T09:05:00+08:00,2026-06-21T09:05:00
West,1.35,103.7,259,0.0,2264,2026-06-21T09:05:00+08:00,2026-06-21T09:05:00+08:00,2026-06-21T09:05:00
Central,1.3,103.83,1119,0.0,2283,2026-06-21T09:10:00+08:00,2026-06-21T09:10:00+08:00,2026-06-21T09:10:00
East,1.35,103.95,391,0.0,2283,2026-06-21T09:10:00+08:00,2026-06-21T09:10:00+08:00,2026-06-21T09:10:00
North,1.42,103.82,242,0.0,2283,2026-06-21T09:10:00+08:00,2026-06-21T09:10:00+08:00,2026-06-21T09:10:00
Northeast,1.37,103.88,120,0.0,2283,2026-06-21T09:10:00+08:00,2026-06-21T09:10:00+08:00,2026-06-21T09:10:00
Other,1.28,103.76,140,0.0,2283,2026-06-21T09:10:00+08:00,2026-06-21T09:10:00+08:00,2026-06-21T09:10:00
West,1.35,103.7,271,0.0,2283,2026-06-21T09:10:00+08:00,2026-06-21T09:10:00+08:00,2026-06-21T09:10:00
Central,1.3,103.83,1242,0.0,2436,2026-06-21T09:15:00+08:00,2026-06-21T09:15:00+08:00,2026-06-21T09:15:00
East,1.35,103.95,385,0.0,2436,2026-06-21T09:15:00+08:00,2026-06-21T09:15:00+08:00,2026-06-21T09:15:00
North,1.42,103.82,249,0.0,2436,2026-06-21T09:15:00+08:00,2026-06-21T09:15:00+08:00,2026-06-21T09:15:00
Northeast,1.37,103.88,157,0.0,2436,2026-06-21T09:15:00+08:00,2026-06-21T09:15:00+08:00,2026-06-21T09:15:00
Other,1.28,103.76,138,0.0,2436,2026-06-21T09:15:00+08:00,2026-06-21T09:15:00+08:00,2026-06-21T09:15:00
West,1.35,103.7,265,0.0,2436,2026-06-21T09:15:00+08:00,2026-06-21T09:15:00+08:00,2026-06-21T09:15:00
Central,1.3,103.83,1218,0.0,2372,2026-06-21T09:20:00+08:00,2026-06-21T09:20:00+08:00,2026-06-21T09:20:00
East,1.35,103.95,378,0.0,2372,2026-06-21T09:20:00+08:00,2026-06-21T09:20:00+08:00,2026-06-21T09:20:00
North,1.42,103.82,227,0.0,2372,2026-06-21T09:20:00+08:00,2026-06-21T09:20:00+08:00,2026-06-21T09:20:00
Northeast,1.37,103.88,141,0.0,2372,2026-06-21T09:20:00+08:00,2026-06-21T09:20:00+08:00,2026-06-21T09:20:00
Other,1.28,103.76,130,0.0,2372,2026-06-21T09:20:00+08:00,2026-06-21T09:20:00+08:00,2026-06-21T09:20:00
West,1.35,103.7,278,0.0,2372,2026-06-21T09:20:00+08:00,2026-06-21T09:20:00+08:00,2026-06-21T09:20:00
Central,1.3,103.83,1230,0.0,2368,2026-06-21T09:25:00+08:00,2026-06-21T09:25:00+08:00,2026-06-21T09:25:00
East,1.35,103.95,346,0.0,2368,2026-06-21T09:25:00+08:00,2026-06-21T09:25:00+08:00,2026-06-21T09:25:00
North,1.42,103.82,245,0.0,2368,2026-06-21T09:25:00+08:00,2026-06-21T09:25:00+08:00,2026-06-21T09:25:00
Northeast,1.37,103.88,120,0.0,2368,2026-06-21T09:25:00+08:00,2026-06-21T09:25:00+08:00,2026-06-21T09:25:00
Other,1.28,103.76,166,0.0,2368,2026-06-21T09:25:00+08:00,2026-06-21T09:25:00+08:00,2026-06-21T09:25:00
West,1.35,103.7,261,0.0,2368,2026-06-21T09:25:00+08:00,2026-06-21T09:25:00+08:00,2026-06-21T09:25:00
Central,1.3,103.83,1229,0.0,2299,2026-06-21T09:30:00+08:00,2026-06-21T09:30:00+08:00,2026-06-21T09:30:00
East,1.35,103.95,336,0.0,2299,2026-06-21T09:30:00+08:00,2026-06-21T09:30:00+08:00,2026-06-21T09:30:00
North,1.42,103.82,205,0.0,2299,2026-06-21T09:30:00+08:00,2026-06-21T09:30:00+08:00,2026-06-21T09:30:00
Northeast,1.37,103.88,132,0.0,2299,2026-06-21T09:30:00+08:00,2026-06-21T09:30:00+08:00,2026-06-21T09:30:00
Other,1.28,103.76,145,0.0,2299,2026-06-21T09:30:00+08:00,2026-06-21T09:30:00+08:00,2026-06-21T09:30:00
West,1.35,103.7,252,0.0,2299,2026-06-21T09:30:00+08:00,2026-06-21T09:30:00+08:00,2026-06-21T09:30:00
Central,1.3,103.83,1263,0.0,2350,2026-06-21T09:35:00+08:00,2026-06-21T09:35:00+08:00,2026-06-21T09:35:00
East,1.35,103.95,344,0.0,2350,2026-06-21T09:35:00+08:00,2026-06-21T09:35:00+08:00,2026-06-21T09:35:00
North,1.42,103.82,206,0.0,2350,2026-06-21T09:35:00+08:00,2026-06-21T09:35:00+08:00,2026-06-21T09:35:00
Northeast,1.37,103.88,120,0.0,2350,2026-06-21T09:35:00+08:00,2026-06-21T09:35:00+08:00,2026-06-21T09:35:00
Other,1.28,103.76,162,0.0,2350,2026-06-21T09:35:00+08:00,2026-06-21T09:35:00+08:00,2026-06-21T09:35:00
West,1.35,103.7,255,0.0,2350,2026-06-21T09:35:00+08:00,2026-06-21T09:35:00+08:00,2026-06-21T09:35:00
Central,1.3,103.83,1211,0.0,2294,2026-06-21T09:40:00+08:00,2026-06-21T09:40:00+08:00,2026-06-21T09:40:00
East,1.35,103.95,345,0.0,2294,2026-06-21T09:40:00+08:00,2026-06-21T09:40:00+08:00,2026-06-21T09:40:00
North,1.42,103.82,198,0.0,2294,2026-06-21T09:40:00+08:00,2026-06-21T09:40:00+08:00,2026-06-21T09:40:00
Northeast,1.37,103.88,150,0.0,2294,2026-06-21T09:40:00+08:00,2026-06-21T09:40:00+08:00,2026-06-21T09:40:00
Other,1.28,103.76,140,0.0,2294,2026-06-21T09:40:00+08:00,2026-06-21T09:40:00+08:00,2026-06-21T09:40:00
West,1.35,103.7,250,0.0,2294,2026-06-21T09:40:00+08:00,2026-06-21T09:40:00+08:00,2026-06-21T09:40:00
Central,1.3,103.83,1330,0.0,2352,2026-06-21T09:45:00+08:00,2026-06-21T09:45:00+08:00,2026-06-21T09:45:00
East,1.35,103.95,322,0.0,2352,2026-06-21T09:45:00+08:00,2026-06-21T09:45:00+08:00,2026-06-21T09:45:00
North,1.42,103.82,189,0.0,2352,2026-06-21T09:45:00+08:00,2026-06-21T09:45:00+08:00,2026-06-21T09:45:00
Northeast,1.37,103.88,127,0.0,2352,2026-06-21T09:45:00+08:00,2026-06-21T09:45:00+08:00,2026-06-21T09:45:00
Other,1.28,103.76,161,0.0,2352,2026-06-21T09:45:00+08:00,2026-06-21T09:45:00+08:00,2026-06-21T09:45:00
West,1.35,103.7,223,0.0,2352,2026-06-21T09:45:00+08:00,2026-06-21T09:45:00+08:00,2026-06-21T09:45:00
Central,1.3,103.83,1379,0.0,2490,2026-06-21T09:50:00+08:00,2026-06-21T09:50:00+08:00,2026-06-21T09:50:00
East,1.35,103.95,356,0.0,2490,2026-06-21T09:50:00+08:00,2026-06-21T09:50:00+08:00,2026-06-21T09:50:00
North,1.42,103.82,201,0.0,2490,2026-06-21T09:50:00+08:00,2026-06-21T09:50:00+08:00,2026-06-21T09:50:00
Northeast,1.37,103.88,121,0.0,2490,2026-06-21T09:50:00+08:00,2026-06-21T09:50:00+08:00,2026-06-21T09:50:00
Other,1.28,103.76,186,0.0,2490,2026-06-21T09:50:00+08:00,2026-06-21T09:50:00+08:00,2026-06-21T09:50:00
West,1.35,103.7,247,0.0,2490,2026-06-21T09:50:00+08:00,2026-06-21T09:50:00+08:00,2026-06-21T09:50:00
Central,1.3,103.83,1373,0.0,2418,2026-06-21T09:55:00+08:00,2026-06-21T09:55:00+08:00,2026-06-21T09:55:00
East,1.35,103.95,334,0.0,2418,2026-06-21T09:55:00+08:00,2026-06-21T09:55:00+08:00,2026-06-21T09:55:00
North,1.42,103.82,198,0.0,2418,2026-06-21T09:55:00+08:00,2026-06-21T09:55:00+08:00,2026-06-21T09:55:00
Northeast,1.37,103.88,120,0.0,2418,2026-06-21T09:55:00+08:00,2026-06-21T09:55:00+08:00,2026-06-21T09:55:00
Other,1.28,103.76,165,0.0,2418,2026-06-21T09:55:00+08:00,2026-06-21T09:55:00+08:00,2026-06-21T09:55:00
West,1.35,103.7,228,0.0,2418,2026-06-21T09:55:00+08:00,2026-06-21T09:55:00+08:00,2026-06-21T09:55:00
Central,1.3,103.83,1421,0.0,2534,2026-06-21T10:00:00+08:00,2026-06-21T10:00:00+08:00,2026-06-21T10:00:00
East,1.35,103.95,383,0.0,2534,2026-06-21T10:00:00+08:00,2026-06-21T10:00:00+08:00,2026-06-21T10:00:00
North,1.42,103.82,192,0.0,2534,2026-06-21T10:00:00+08:00,2026-06-21T10:00:00+08:00,2026-06-21T10:00:00
Northeast,1.37,103.88,150,0.0,2534,2026-06-21T10:00:00+08:00,2026-06-21T10:00:00+08:00,2026-06-21T10:00:00
Other,1.28,103.76,161,0.0,2534,2026-06-21T10:00:00+08:00,2026-06-21T10:00:00+08:00,2026-06-21T10:00:00
West,1.35,103.7,227,0.0,2534,2026-06-21T10:00:00+08:00,2026-06-21T10:00:00+08:00,2026-06-21T10:00:00
Central,1.3,103.83,1417,0.0,2501,2026-06-21T10:05:00+08:00,2026-06-21T10:05:00+08:00,2026-06-21T10:05:00
East,1.35,103.95,387,0.0,2501,2026-06-21T10:05:00+08:00,2026-06-21T10:05:00+08:00,2026-06-21T10:05:00
North,1.42,103.82,188,0.0,2501,2026-06-21T10:05:00+08:00,2026-06-21T10:05:00+08:00,2026-06-21T10:05:00
Northeast,1.37,103.88,128,0.0,2501,2026-06-21T10:05:00+08:00,2026-06-21T10:05:00+08:00,2026-06-21T10:05:00
Other,1.28,103.76,170,0.0,2501,2026-06-21T10:05:00+08:00,2026-06-21T10:05:00+08:00,2026-06-21T10:05:00
West,1.35,103.7,211,0.0,2501,2026-06-21T10:05:00+08:00,2026-06-21T10:05:00+08:00,2026-06-21T10:05:00
Central,1.3,103.83,1479,0.0,2601,2026-06-21T10:10:00+08:00,2026-06-21T10:10:00+08:00,2026-06-21T10:10:00
East,1.35,103.95,393,0.0,2601,2026-06-21T10:10:00+08:00,2026-06-21T10:10:00+08:00,2026-06-21T10:10:00
North,1.42,103.82,208,0.0,2601,2026-06-21T10:10:00+08:00,2026-06-21T10:10:00+08:00,2026-06-21T10:10:00
Northeast,1.37,103.88,133,0.0,2601,2026-06-21T10:10:00+08:00,2026-06-21T10:10:00+08:00,2026-06-21T10:10:00
Other,1.28,103.76,160,0.0,2601,2026-06-21T10:10:00+08:00,2026-06-21T10:10:00+08:00,2026-06-21T10:10:00
West,1.35,103.7,228,0.0,2601,2026-06-21T10:10:00+08:00,2026-06-21T10:10:00+08:00,2026-06-21T10:10:00
Central,1.3,103.83,1458,0.0,2551,2026-06-21T10:15:00+08:00,2026-06-21T10:15:00+08:00,2026-06-21T10:15:00
East,1.35,103.95,367,0.0,2551,2026-06-21T10:15:00+08:00,2026-06-21T10:15:00+08:00,2026-06-21T10:15:00
North,1.42,103.82,192,0.0,2551,2026-06-21T10:15:00+08:00,2026-06-21T10:15:00+08:00,2026-06-21T10:15:00
Northeast,1.37,103.88,133,0.0,2551,2026-06-21T10:15:00+08:00,2026-06-21T10:15:00+08:00,2026-06-21T10:15:00
Other,1.28,103.76,185,0.0,2551,2026-06-21T10:15:00+08:00,2026-06-21T10:15:00+08:00,2026-06-21T10:15:00
West,1.35,103.7,216,0.0,2551,2026-06-21T10:15:00+08:00,2026-06-21T10:15:00+08:00,2026-06-21T10:15:00
Central,1.3,103.83,1414,0.0,2471,2026-06-21T10:20:00+08:00,2026-06-21T10:20:00+08:00,2026-06-21T10:20:00
East,1.35,103.95,373,0.0,2471,2026-06-21T10:20:00+08:00,2026-06-21T10:20:00+08:00,2026-06-21T10:20:00
North,1.42,103.82,186,0.0,2471,2026-06-21T10:20:00+08:00,2026-06-21T10:20:00+08:00,2026-06-21T10:20:00
